accession-ID	virus_subfamily	virus_genus	clade	length	virus_name	virus_full_name	host_species	host_common_name	virus_clade
KY679174	Parvovirinae	Dependoparvovirus	-	5109	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
KY744743	Parvovirinae	Dependoparvovirus	-	5071	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
NC_006147	Parvovirinae	Dependoparvovirus	-	5132	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
U22967	Parvovirinae	Dependoparvovirus	-	5132	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
X75093	Parvovirinae	Dependoparvovirus	-	4550	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
Z68272	Parvovirinae	Dependoparvovirus	-	2487	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AY242997	Parvovirinae	Dependoparvovirus	-	2211	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY242998	Parvovirinae	Dependoparvovirus	-	2190	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY242999	Parvovirinae	Dependoparvovirus	-	2190	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243000	Parvovirinae	Dependoparvovirus	-	2190	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243001	Parvovirinae	Dependoparvovirus	-	2202	AAV-11	Non-human primate Adeno-associated virus-11	Macaca mulatta 	Rhesus macaque	AAV
AY243002	Parvovirinae	Dependoparvovirus	-	2202	AAV-11	Non-human primate Adeno-associated virus-11	Macaca mulatta 	Rhesus macaque	AAV
AY243003	Parvovirinae	Dependoparvovirus	-	2202	AAV-11	Non-human primate Adeno-associated virus-11	Macaca mulatta 	Rhesus macaque	AAV
AY243004	Parvovirinae	Dependoparvovirus	-	2202	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243005	Parvovirinae	Dependoparvovirus	-	2058	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243006	Parvovirinae	Dependoparvovirus	-	2187	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243007	Parvovirinae	Dependoparvovirus	-	2217	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243008	Parvovirinae	Dependoparvovirus	-	2208	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243009	Parvovirinae	Dependoparvovirus	-	2217	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243010	Parvovirinae	Dependoparvovirus	-	2196	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243011	Parvovirinae	Dependoparvovirus	-	2196	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243012	Parvovirinae	Dependoparvovirus	-	2202	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243013	Parvovirinae	Dependoparvovirus	-	2187	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243014	Parvovirinae	Dependoparvovirus	-	2202	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243015	Parvovirinae	Dependoparvovirus	-	2217	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243016	Parvovirinae	Dependoparvovirus	-	2187	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243017	Parvovirinae	Dependoparvovirus	-	2187	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243018	Parvovirinae	Dependoparvovirus	-	2187	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243019	Parvovirinae	Dependoparvovirus	-	2187	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243020	Parvovirinae	Dependoparvovirus	-	2214	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243021	Parvovirinae	Dependoparvovirus	-	2208	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243022	Parvovirinae	Dependoparvovirus	-	2217	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243023	Parvovirinae	Dependoparvovirus	-	2217	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243024	Parvovirinae	Dependoparvovirus	-	1932	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243025	Parvovirinae	Dependoparvovirus	-	1932	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
AY243026	Parvovirinae	Dependoparvovirus	-	1932	NHP-AAV	Non-human primate Adeno-associated virus	Macaca mulatta 	Rhesus macaque	AAV
KT984498	Parvovirinae	Dependoparvovirus	-	4502	AAV-6	Non-human primate Adeno-associated virus 6	Macaca mulatta 	Rhesus macaque	Reptile
AY349010	Parvovirinae	Dependoparvovirus	-	4432	SPV1	Snake adeno-associated virus	Python regius	Ball python	Reptile
HV956015	Parvovirinae	Dependoparvovirus	-	600	SPV1	Snake adeno-associated virus	Python regius	Ball python	Reptile
HZ796989	Parvovirinae	Dependoparvovirus	-	600	SPV1	Snake adeno-associated virus	Python regius	Ball python	Reptile
JB292195	Parvovirinae	Dependoparvovirus	-	4432	SPV1	Snake adeno-associated virus	Python regius	Ball python	Reptile
NC_006148	Parvovirinae	Dependoparvovirus	-	4432	SPV1	Snake adeno-associated virus	Python regius	Ball python	Reptile
