accession-ID	length	lab_construct	virus_name	virus_full_name	host_species	host_common_name	assign_clade	assign_subclade	virus_clade_ns	virus_subclade_ns	virus_clade_vp	virus_subclade_vp	virus_subfamily	virus_genus
LG249886	5337	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249887	5542	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LG249888	5126	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633638	5511	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633639	5688	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633640	5613	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633641	5362	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633642	5464	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633645	5635	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633648	5430	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633649	5779	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633650	5962	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633651	5919	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633652	5306	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633653	5461	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633654	5327	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633655	5309	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633656	5532	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633657	5877	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633660	5504	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633661	5507	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633662	5311	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633663	5156	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633664	5178	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633665	5160	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633666	5383	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633667	5728	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633668	5905	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633669	5355	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633670	5618	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633671	5993	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633672	5337	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633673	5542	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP633674	5126	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP639430	2208	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LP994400	1194	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LQ396099	4679	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV472793	1876	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481293	5511	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481294	5688	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481295	5613	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481296	5362	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481297	5464	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481300	5635	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481303	5430	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481304	5779	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481305	5962	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481306	5919	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481307	5306	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481308	5461	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481309	5327	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481310	5309	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481311	5532	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481312	5877	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481315	5504	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481316	5507	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481317	5311	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481318	5156	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481319	5178	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481320	5160	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481321	5383	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481322	5728	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481323	5905	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481324	5355	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481325	5618	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481326	5993	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481327	5337	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481328	5542	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV481329	5126	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LV747819	2208	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646822	5511	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646823	5688	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646824	5613	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646825	5362	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646826	5464	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646832	5430	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646833	5779	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646834	5962	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646835	5919	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646836	5306	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646837	5461	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646838	5327	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646839	5309	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646840	5532	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646841	5877	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646844	5504	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646845	5507	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646846	5311	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646847	5156	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646848	5178	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646849	5160	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646850	5383	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646851	5728	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646852	5905	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646853	5355	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646854	5618	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646855	5993	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646856	5337	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
MS646857	5542	TRUE	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AF028705	4722	FALSE	AAV-3	Adeno-associated virus 3B	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
BD293511	1875	FALSE	AAV-3	Adeno-associated virus 3B	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
BD293512	1875	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
DI393762	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HV955996	627	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HW608044	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HZ796970	627	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232024	2211	FALSE	AAV-3	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232260	2211	FALSE	AAV-3	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA400310	2211	FALSE	AAV-3	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JB292182	4726	FALSE	AAV-3	Adeno-associated virus 3A	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JB292183	4722	FALSE	AAV-3	Adeno-associated virus 3B	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JC278189	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JC285044	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LX153638	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LY408690	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LZ233296	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
NC_001729	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
U48704	4726	FALSE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX496937	1875	TRUE	AAV-3	Adeno-associated virus 3B	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX496939	1875	TRUE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX703446	1875	TRUE	AAV-3	Adeno-associated virus 3B	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX703448	1875	TRUE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX720886	1875	TRUE	AAV-3	Adeno-associated virus 3B	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX720888	1875	TRUE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX753253	4726	TRUE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925275	1875	TRUE	AAV-3	Adeno-associated virus 3B	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925277	1875	TRUE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925534	1875	TRUE	AAV-3	Adeno-associated virus 3B	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AX925536	1875	TRUE	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
BD293510	1872	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
DI393763	4767	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HV955997	597	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HW608045	4767	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
HZ796971	597	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232025	2205	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232261	2205	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JB292184	4767	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JC278190	4767	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JC285045	4767	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
LF847014	2205	FALSE	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
